from_address,to_address,distance_km,weight_kg,height_cm,width_cm,length_cm,delivery_option,transport_mode,cost,estimated_time_hours
Hyderabad,Chennai,869,13.04,43.7,72.0,45.7,Normal,Rail,747.82,34.6
Kolkata,Pune,1165,22.03,66.4,51.4,86.5,Economy,Air,14371.36,20.8
Pune,Chennai,498,3.41,21.9,75.5,28.2,Express,Rail,218.22,27.1
Pune,Kolkata,841,2.23,95.0,22.5,10.9,Normal,Rail,128.12,26.5
Ahmedabad,Pune,900,60.75,46.0,94.2,48.9,Express,Road,4474.75,23.8
Chennai,Mumbai,528,58.61,24.8,34.4,8.2,Normal,Air,7698.8,7.3
Delhi,Hyderabad,1334,7.85,66.7,70.2,76.7,Economy,Air,20062.97,9.7
Delhi,Kolkata,776,92.03,79.4,62.9,15.7,Normal,Road,3231.46,25.3
Pune,Chennai,498,86.66,90.3,17.0,18.8,Economy,Air,8567.98,9.2
Chennai,Delhi,351,28.96,58.2,51.6,56.4,Normal,Road,640.96,14.8
Bangalore,Mumbai,707,16.3,67.7,83.9,76.0,Economy,Road,2676.4,48.3
Chennai,Delhi,351,26.24,71.9,39.7,60.1,Economy,Air,2592.13,5.3
Pune,Ahmedabad,1794,69.41,6.8,45.5,83.9,Normal,Rail,3478.36,53.0
Hyderabad,Mumbai,618,36.5,25.7,57.3,71.0,Normal,Rail,683.13,14.7
Chennai,Pune,757,69.84,62.6,44.6,50.5,Normal,Road,2904.62,39.5
Ahmedabad,Mumbai,1398,54.8,19.7,54.6,80.6,Economy,Air,16231.14,15.9
Mumbai,Hyderabad,478,64.57,40.9,16.4,7.6,Normal,Road,1656.09,25.3
Pune,Chennai,498,33.8,74.2,42.8,54.0,Economy,Road,709.18,32.4
Kolkata,Bangalore,1854,96.96,59.8,39.9,11.1,Normal,Air,45153.95,25.6
Kolkata,Mumbai,1957,55.89,39.3,98.4,68.9,Normal,Road,5839.03,57.5
Mumbai,Kolkata,1416,55.86,29.9,6.9,46.8,Express,Road,5898.26,45.3
Pune,Bangalore,1536,87.29,14.8,21.2,50.6,Express,Road,10507.38,45.0
Chennai,Delhi,351,23.0,45.3,57.1,40.4,Normal,Air,1969.53,17.7
Kolkata,Bangalore,1854,8.78,10.1,97.6,13.7,Express,Road,1111.28,52.5
Ahmedabad,Kolkata,461,73.82,7.7,21.8,40.4,Economy,Rail,843.72,18.9
Bangalore,Hyderabad,751,68.43,21.7,12.8,99.0,Economy,Air,11102.95,24.3
Ahmedabad,Delhi,555,65.02,69.1,67.1,86.7,Normal,Air,10553.1,11.6
Ahmedabad,Hyderabad,1430,31.27,84.0,20.9,19.4,Express,Air,17373.74,11.3
Delhi,Chennai,365,28.49,43.4,15.7,79.0,Economy,Rail,239.18,29.7
Hyderabad,Chennai,869,90.1,99.6,27.6,94.1,Express,Road,6304.93,36.0
Pune,Hyderabad,1952,57.56,79.4,62.8,41.0,Economy,Air,23262.69,28.1
Hyderabad,Delhi,740,49.89,13.4,80.6,33.6,Express,Road,2934.99,29.3
Pune,Kolkata,841,51.16,31.1,60.9,8.3,Economy,Road,1877.98,47.5
Delhi,Ahmedabad,354,73.58,69.0,47.2,30.2,Economy,Air,5331.58,9.3
Kolkata,Delhi,313,76.6,35.1,97.5,75.0,Economy,Road,1036.02,34.0
Hyderabad,Pune,489,69.45,11.7,55.8,44.0,Normal,Air,8676.52,19.5
Bangalore,Pune,1219,17.01,28.1,83.5,44.1,Express,Air,8910.75,14.9
Bangalore,Hyderabad,751,27.86,94.0,55.5,88.4,Economy,Road,2575.61,39.5
Hyderabad,Kolkata,989,96.8,52.1,93.6,5.8,Normal,Rail,2898.85,30.9
Ahmedabad,Pune,900,55.03,14.7,62.9,97.0,Normal,Rail,1625.99,32.8
Kolkata,Bangalore,1854,30.85,5.5,21.6,28.6,Normal,Road,2849.37,55.8
Ahmedabad,Pune,900,88.02,12.7,45.8,48.5,Normal,Rail,2393.34,26.8
Delhi,Kolkata,776,83.3,22.2,47.4,94.6,Normal,Air,17515.99,17.9
Ahmedabad,Bangalore,1075,33.4,31.5,53.7,88.9,Normal,Road,1700.32,46.6
Delhi,Hyderabad,1334,93.59,99.2,98.5,44.5,Economy,Air,24112.31,11.7
Ahmedabad,Delhi,555,66.52,11.1,71.3,24.8,Normal,Road,1851.81,19.6
Kolkata,Pune,1165,97.76,32.2,33.0,62.4,Normal,Air,30114.47,8.6
Mumbai,Delhi,1685,41.25,81.3,17.9,17.6,Economy,Road,3039.42,71.7
Pune,Delhi,1004,61.52,54.3,87.3,96.9,Economy,Rail,2007.85,39.1
Kolkata,Mumbai,1957,25.18,25.3,46.8,69.1,Express,Air,19404.61,17.5
Delhi,Ahmedabad,354,30.18,87.9,38.5,22.9,Economy,Road,395.73,27.0
Chennai,Bangalore,1818,54.68,22.7,90.9,56.3,Economy,Rail,2345.81,65.4
Hyderabad,Kolkata,989,86.25,36.5,43.1,27.0,Normal,Rail,2665.83,30.3
Chennai,Mumbai,528,63.03,57.3,54.6,37.2,Economy,Road,1441.65,34.7
Pune,Kolkata,841,4.63,92.9,84.2,63.3,Normal,Air,22579.51,20.9
Delhi,Kolkata,776,50.4,19.9,70.8,55.6,Normal,Rail,1263.29,17.4
Mumbai,Hyderabad,478,22.41,69.1,82.4,56.3,Normal,Road,1621.98,19.9
Delhi,Chennai,365,21.19,46.1,41.3,46.5,Normal,Road,408.97,28.9
Pune,Mumbai,1035,43.03,56.4,68.0,37.1,Normal,Road,2239.8,50.7
Bangalore,Mumbai,707,1.13,99.4,50.9,58.3,Normal,Rail,1368.85,17.0
Delhi,Hyderabad,1334,53.93,83.3,30.3,65.2,Express,Air,26267.78,23.6
Delhi,Mumbai,361,95.43,17.3,81.4,84.7,Normal,Air,8980.89,9.7
Bangalore,Delhi,1766,53.31,72.0,49.6,10.8,Economy,Rail,2133.24,65.8
Delhi,Kolkata,776,34.77,92.8,47.6,91.6,Normal,Air,14641.91,20.7
Delhi,Ahmedabad,354,34.55,32.6,44.0,62.3,Express,Air,4332.36,13.5
Ahmedabad,Hyderabad,1430,4.35,14.9,44.5,97.3,Express,Road,1345.01,42.2
Kolkata,Bangalore,1854,87.01,48.7,55.1,84.9,Normal,Rail,4944.73,53.0
Kolkata,Hyderabad,1729,67.28,52.4,26.7,22.8,Economy,Air,24885.35,12.9
Hyderabad,Delhi,740,53.7,92.2,46.6,6.0,Normal,Road,1883.24,41.7
Kolkata,Mumbai,1957,42.46,8.0,44.2,65.4,Express,Rail,3519.62,43.8
Chennai,Mumbai,528,86.02,28.3,53.6,70.9,Economy,Air,9892.75,22.9
Pune,Mumbai,1035,54.66,28.5,45.3,64.3,Normal,Air,14921.33,16.7
Chennai,Ahmedabad,585,36.91,25.8,48.4,84.6,Economy,Rail,508.24,29.9
Ahmedabad,Bangalore,1075,16.99,77.9,11.7,35.3,Normal,Rail,559.78,29.9
Kolkata,Delhi,313,96.09,37.4,37.6,59.2,Normal,Road,1621.42,24.5
Pune,Mumbai,1035,56.53,65.0,47.1,33.5,Normal,Rail,1894.82,33.9
Delhi,Hyderabad,1334,31.64,75.2,68.0,39.9,Economy,Rail,1409.47,52.1
Delhi,Pune,1532,76.05,42.5,34.8,88.0,Express,Air,45523.69,22.6
Hyderabad,Bangalore,1863,29.89,33.1,19.1,81.4,Economy,Air,10325.14,25.0
Kolkata,Bangalore,1854,20.65,53.7,78.6,18.4,Economy,Road,1630.19,88.8
Delhi,Hyderabad,1334,93.75,79.6,75.1,32.0,Normal,Road,6549.25,39.2
Pune,Mumbai,1035,29.31,84.4,79.7,59.7,Economy,Road,3522.76,50.7
Chennai,Delhi,351,71.98,67.7,38.6,59.3,Express,Air,8642.77,22.9
Ahmedabad,Kolkata,461,91.35,13.4,81.0,67.3,Economy,Rail,970.77,25.5
Mumbai,Pune,1509,11.83,81.0,75.4,74.3,Economy,Rail,3484.71,52.8
Bangalore,Mumbai,707,60.28,70.1,46.1,21.7,Normal,Rail,1290.52,24.7
Kolkata,Pune,1165,13.28,78.0,19.3,78.5,Express,Road,2223.21,35.3
Bangalore,Chennai,1449,9.68,61.2,34.0,8.3,Express,Air,5734.09,16.7
Mumbai,Kolkata,1416,38.29,44.2,81.9,20.0,Economy,Air,9992.91,20.1
Delhi,Chennai,365,67.23,23.3,42.3,58.4,Express,Road,1691.02,15.6
Pune,Ahmedabad,1794,62.79,51.5,99.2,97.5,Express,Air,73595.29,8.4
Bangalore,Hyderabad,751,55.01,58.5,63.7,89.3,Normal,Rail,1360.25,17.9
Bangalore,Hyderabad,751,20.99,20.1,77.5,98.7,Normal,Rail,705.6,35.5
Mumbai,Delhi,1685,89.49,50.1,42.1,10.5,Express,Rail,6722.86,27.7
Ahmedabad,Mumbai,1398,23.0,83.4,76.8,24.9,Normal,Road,2379.13,59.3
Mumbai,Chennai,1808,65.41,86.0,75.7,78.1,Normal,Air,48308.11,27.4
Bangalore,Pune,1219,85.76,63.1,86.7,24.5,Normal,Rail,3368.1,29.3
Kolkata,Bangalore,1854,91.44,87.0,96.9,42.7,Express,Road,13633.49,49.4
Bangalore,Hyderabad,751,46.39,7.8,15.3,69.7,Express,Road,2759.95,34.7
Mumbai,Delhi,1685,65.77,58.1,23.8,22.3,Normal,Road,5922.77,56.8
Ahmedabad,Delhi,555,28.89,71.1,70.9,57.4,Express,Air,11252.04,16.8
Chennai,Pune,757,57.99,22.7,54.8,89.5,Express,Air,15281.17,23.9
Kolkata,Delhi,313,31.98,87.7,25.1,78.1,Express,Rail,511.58,26.4
Delhi,Pune,1532,75.22,45.7,56.6,91.3,Express,Air,43119.16,17.4
Bangalore,Mumbai,707,95.31,55.5,8.1,71.0,Normal,Rail,1996.85,24.1
Kolkata,Ahmedabad,996,43.36,50.6,72.6,14.3,Economy,Rail,1091.77,35.1
Mumbai,Bangalore,1816,33.63,89.6,59.6,50.7,Economy,Road,3744.71,72.4
Mumbai,Chennai,1808,75.06,30.6,80.9,40.1,Economy,Air,25039.52,13.5
Pune,Chennai,498,7.73,56.2,16.2,34.2,Economy,Road,165.61,31.4
Delhi,Bangalore,747,74.98,7.1,36.6,37.3,Express,Rail,2459.5,17.6
Pune,Kolkata,841,96.99,41.1,76.5,92.9,Economy,Rail,1938.88,43.2
Bangalore,Delhi,1766,87.79,69.3,65.0,34.9,Normal,Air,37628.85,15.9
Chennai,Mumbai,528,99.25,85.9,13.8,95.8,Express,Road,3656.9,32.9
Pune,Ahmedabad,1794,58.91,91.2,70.3,70.6,Express,Air,66577.99,23.9
Bangalore,Ahmedabad,1506,79.89,27.0,39.9,79.7,Economy,Air,23219.92,17.7
Bangalore,Delhi,1766,3.42,73.0,59.5,43.6,Normal,Road,3373.55,52.6
Kolkata,Pune,1165,89.21,78.5,6.8,31.1,Express,Air,37039.57,23.0
Ahmedabad,Pune,900,46.61,6.5,44.9,82.0,Express,Rail,1967.94,32.2
Mumbai,Delhi,1685,81.22,61.4,38.8,32.1,Express,Rail,6069.51,25.8
Mumbai,Hyderabad,478,75.28,50.2,71.1,97.1,Normal,Road,1790.07,15.3
Chennai,Ahmedabad,585,41.78,93.4,89.5,89.4,Express,Road,6752.33,19.5
Ahmedabad,Kolkata,461,66.4,32.0,76.4,60.6,Economy,Rail,760.24,30.5
Bangalore,Pune,1219,16.65,31.5,74.6,62.6,Express,Road,2790.31,27.0
Mumbai,Bangalore,1816,1.77,57.8,94.9,16.9,Express,Air,12080.01,15.6
Mumbai,Hyderabad,478,73.97,8.9,30.7,99.9,Express,Rail,1610.01,27.5
Kolkata,Mumbai,1957,62.74,89.6,85.5,81.0,Normal,Air,58904.14,27.6
Bangalore,Hyderabad,751,21.72,21.1,55.8,49.8,Normal,Rail,504.86,27.8
Bangalore,Chennai,1449,91.87,44.4,35.9,31.0,Normal,Air,33095.89,13.9
Delhi,Hyderabad,1334,73.03,11.2,54.8,98.9,Normal,Road,5041.72,49.4
Mumbai,Hyderabad,478,93.63,51.3,59.8,16.0,Normal,Road,2048.03,22.1
Pune,Hyderabad,1952,65.14,96.9,99.9,86.3,Economy,Road,13719.58,92.6
Delhi,Hyderabad,1334,76.86,88.0,51.5,96.2,Express,Air,47259.66,21.3
Delhi,Mumbai,361,49.96,73.6,50.9,32.8,Express,Air,6757.35,13.8
Mumbai,Hyderabad,478,15.13,28.0,36.8,14.0,Economy,Air,1512.12,6.1
Delhi,Pune,1532,17.02,50.9,97.3,10.7,Normal,Air,6395.93,10.2
Pune,Delhi,1004,91.1,85.1,57.2,25.4,Express,Air,37711.64,13.6
Pune,Ahmedabad,1794,82.61,55.3,97.6,78.0,Economy,Road,5666.1,87.4
Chennai,Bangalore,1818,5.14,28.4,54.4,10.8,Express,Air,3680.68,20.8
Pune,Ahmedabad,1794,80.85,60.1,20.6,52.4,Express,Road,11032.05,48.1
Kolkata,Ahmedabad,996,27.5,19.7,71.0,46.3,Express,Rail,1242.61,35.1
Delhi,Kolkata,776,41.28,10.6,50.1,32.2,Normal,Rail,940.81,25.3
Pune,Delhi,1004,67.86,13.5,61.8,20.2,Economy,Rail,1797.99,37.5
Hyderabad,Chennai,869,85.98,81.6,23.4,36.7,Economy,Road,2726.27,39.8
Bangalore,Chennai,1449,22.06,85.3,41.9,95.4,Normal,Rail,2769.8,49.3
Bangalore,Mumbai,707,1.51,91.5,77.1,99.9,Normal,Rail,3154.35,22.3
Hyderabad,Chennai,869,43.55,37.6,66.5,30.8,Normal,Air,9420.81,12.5
Bangalore,Ahmedabad,1506,76.13,59.6,98.4,10.9,Normal,Road,5617.3,53.0
Bangalore,Mumbai,707,14.03,46.3,25.6,29.5,Economy,Air,2159.88,9.4
Bangalore,Ahmedabad,1506,14.41,79.7,86.2,25.8,Express,Road,3752.8,35.8
Chennai,Mumbai,528,81.09,73.2,83.3,74.7,Express,Road,3251.7,19.8
Bangalore,Delhi,1766,93.59,8.2,75.6,6.1,Economy,Road,6258.45,87.3
Bangalore,Kolkata,1159,28.45,42.9,77.8,12.8,Normal,Air,8221.73,24.8
Kolkata,Bangalore,1854,22.3,14.6,54.8,72.5,Express,Rail,1954.53,28.7
Pune,Kolkata,841,66.04,56.3,89.9,67.0,Normal,Rail,1666.51,24.7
Delhi,Chennai,365,37.08,68.2,56.2,26.1,Express,Air,4727.5,11.0
Delhi,Hyderabad,1334,82.48,23.8,97.1,97.0,Normal,Air,27668.38,12.0
Delhi,Kolkata,776,99.21,25.3,81.3,8.6,Express,Rail,3543.13,31.5
Bangalore,Hyderabad,751,21.52,70.9,7.2,20.7,Express,Air,5908.0,18.6
Hyderabad,Pune,489,36.6,12.7,70.1,7.8,Normal,Road,876.28,34.3
Pune,Hyderabad,1952,67.27,8.5,66.4,26.2,Normal,Rail,3874.37,39.8
Pune,Mumbai,1035,14.66,60.4,73.8,13.5,Express,Road,1076.78,27.7
Ahmedabad,Bangalore,1075,17.31,14.8,38.5,77.1,Economy,Air,3678.3,20.6
Pune,Mumbai,1035,59.86,29.4,37.0,61.7,Economy,Road,2506.12,57.4
Kolkata,Bangalore,1854,36.55,79.0,67.0,23.8,Normal,Road,3397.37,48.8
Mumbai,Chennai,1808,66.39,74.9,94.8,94.3,Normal,Air,59029.32,27.2
Hyderabad,Ahmedabad,1078,39.36,80.5,24.5,71.9,Economy,Road,1848.96,60.4
Ahmedabad,Delhi,555,56.65,61.8,11.2,68.4,Economy,Road,1277.82,23.1
Pune,Bangalore,1536,72.14,74.1,76.0,24.7,Express,Road,8166.51,44.9
Bangalore,Hyderabad,751,47.17,39.0,39.5,94.2,Economy,Rail,933.8,39.6
Chennai,Kolkata,863,20.18,14.2,44.4,92.0,Express,Air,6742.16,16.4
Chennai,Delhi,351,35.33,51.6,28.5,30.8,Normal,Air,3308.16,14.5
Bangalore,Hyderabad,751,96.06,27.2,46.8,57.2,Economy,Air,15210.2,20.7
Delhi,Kolkata,776,94.37,7.8,36.5,46.5,Economy,Air,13742.21,24.2
Ahmedabad,Bangalore,1075,9.51,55.2,76.6,52.7,Normal,Rail,1364.12,21.9
Pune,Kolkata,841,32.23,25.4,8.9,20.0,Normal,Road,1260.35,40.3
Pune,Delhi,1004,39.63,62.8,65.8,30.2,Economy,Rail,1007.36,32.8
Pune,Kolkata,841,33.33,99.7,22.7,14.7,Normal,Rail,762.24,26.3
Chennai,Kolkata,863,54.82,24.9,87.4,44.9,Normal,Rail,1398.62,31.3
Chennai,Mumbai,528,47.96,29.7,31.2,45.9,Express,Road,1958.88,22.5
Delhi,Mumbai,361,12.02,37.1,98.6,27.6,Express,Air,2681.65,11.5
Pune,Hyderabad,1952,50.52,93.0,11.7,58.5,Express,Road,6719.24,42.9
Bangalore,Mumbai,707,22.06,17.4,56.7,72.9,Express,Rail,631.83,23.1
Hyderabad,Ahmedabad,1078,0.53,86.9,20.9,37.2,Normal,Road,770.55,48.1
Chennai,Ahmedabad,585,18.84,33.0,38.6,49.2,Express,Road,894.59,22.1
Mumbai,Kolkata,1416,29.87,59.0,59.9,23.0,Normal,Air,11175.45,24.3
Hyderabad,Chennai,869,57.77,68.8,75.3,61.3,Express,Rail,2499.76,22.0
Ahmedabad,Chennai,1240,48.56,55.9,66.0,63.0,Economy,Air,12887.54,22.9
Hyderabad,Chennai,869,49.29,91.6,14.6,45.1,Economy,Air,8086.88,8.3
Bangalore,Delhi,1766,57.86,20.5,17.8,58.4,Normal,Road,5278.38,68.6
Ahmedabad,Pune,900,67.78,93.9,49.8,39.5,Express,Rail,2682.15,20.1
Chennai,Bangalore,1818,40.24,11.5,92.2,95.0,Economy,Rail,1857.23,66.1
Bangalore,Chennai,1449,99.47,61.2,83.9,94.6,Normal,Rail,4315.65,28.4
Pune,Chennai,498,83.23,11.0,12.8,16.5,Express,Road,3334.63,28.7
Bangalore,Mumbai,707,6.4,35.8,60.5,75.8,Normal,Air,6059.7,13.9
Delhi,Mumbai,361,11.94,32.0,68.0,62.0,Express,Air,3789.74,24.5
Mumbai,Pune,1509,2.51,60.4,41.8,15.2,Normal,Air,2633.93,7.5
Delhi,Chennai,365,6.98,76.7,85.0,80.3,Economy,Air,7066.18,20.7
Chennai,Delhi,351,25.88,80.6,43.7,9.0,Express,Air,3117.16,22.6
Kolkata,Chennai,869,80.54,57.4,27.4,45.4,Normal,Rail,2007.5,20.2
Pune,Chennai,498,59.27,82.1,75.3,83.7,Express,Road,3798.8,31.0
Kolkata,Delhi,313,40.14,61.4,25.9,63.7,Express,Rail,573.46,12.5
Kolkata,Chennai,869,30.85,68.2,67.5,32.6,Normal,Rail,873.41,28.8
Pune,Mumbai,1035,31.96,23.1,77.3,55.7,Normal,Rail,1042.52,39.2
Hyderabad,Mumbai,618,4.97,42.1,86.4,32.1,Economy,Air,3163.68,15.2
Kolkata,Hyderabad,1729,71.36,89.6,35.4,91.1,Economy,Air,24120.68,18.2
Pune,Chennai,498,12.54,42.1,18.0,73.3,Normal,Rail,168.91,23.7
Delhi,Ahmedabad,354,80.89,43.0,57.1,92.2,Express,Rail,1284.23,15.7
Pune,Mumbai,1035,84.0,75.9,83.0,33.1,Economy,Road,3753.61,55.3
Delhi,Mumbai,361,9.13,94.1,35.6,31.0,Economy,Rail,167.4,21.4
Chennai,Ahmedabad,585,52.34,75.8,54.6,63.8,Express,Rail,1495.47,12.9
Chennai,Delhi,351,77.39,5.8,39.2,74.6,Economy,Rail,612.72,26.4
Kolkata,Delhi,313,91.89,6.6,63.2,83.8,Economy,Rail,712.9,14.0
Mumbai,Chennai,1808,60.65,88.9,92.5,60.0,Normal,Air,42160.64,23.6
Mumbai,Delhi,1685,86.28,81.7,56.1,80.1,Express,Road,10391.69,53.0
Ahmedabad,Pune,900,48.43,77.4,19.4,88.0,Economy,Road,1602.84,53.8
Delhi,Mumbai,361,9.73,51.7,94.3,87.2,Express,Air,10545.31,4.8
Chennai,Pune,757,68.27,41.4,86.8,20.4,Normal,Rail,1703.4,29.0
Pune,Ahmedabad,1794,22.1,36.6,52.9,47.9,Normal,Rail,1276.69,48.7
Kolkata,Ahmedabad,996,52.51,55.7,23.6,76.9,Normal,Air,12157.37,20.9
Delhi,Hyderabad,1334,32.53,36.1,11.4,49.3,Express,Air,16458.97,6.3
Chennai,Mumbai,528,25.55,39.7,57.6,55.1,Express,Rail,565.65,19.6
Ahmedabad,Bangalore,1075,38.28,41.0,9.2,17.2,Express,Rail,1777.44,33.6
Ahmedabad,Chennai,1240,72.43,17.3,64.4,34.8,Economy,Air,19191.3,25.7
Hyderabad,Kolkata,989,19.36,40.3,76.3,17.9,Economy,Road,789.88,54.5
Mumbai,Delhi,1685,79.14,30.0,5.4,82.8,Economy,Rail,2932.62,56.8
Pune,Delhi,1004,35.58,48.8,30.8,24.5,Economy,Air,7566.98,9.2
Mumbai,Hyderabad,478,85.2,26.5,82.8,89.3,Express,Rail,1709.73,21.8
Chennai,Ahmedabad,585,3.0,9.3,24.6,65.2,Economy,Rail,50.0,26.2
Hyderabad,Pune,489,55.38,44.3,11.5,55.4,Express,Road,2168.31,20.6
Delhi,Chennai,365,36.95,61.1,52.4,29.2,Normal,Rail,443.25,12.3
Kolkata,Ahmedabad,996,86.81,95.5,25.0,16.2,Economy,Road,3271.14,47.4
Chennai,Bangalore,1818,1.87,47.8,70.1,98.2,Express,Air,48256.35,22.5
Ahmedabad,Delhi,555,46.25,73.7,52.2,5.6,Economy,Road,1006.77,44.4
Hyderabad,Bangalore,1863,1.75,68.9,47.7,96.4,Economy,Road,5056.98,77.6
Delhi,Pune,1532,68.9,56.2,16.5,83.8,Economy,Air,20753.5,12.3
Kolkata,Pune,1165,44.32,45.5,72.3,25.5,Economy,Road,2210.09,65.7
Hyderabad,Ahmedabad,1078,58.83,84.7,59.1,67.9,Economy,Rail,1723.87,34.1
Kolkata,Ahmedabad,996,35.56,27.0,22.3,29.0,Normal,Road,1947.44,43.5
Mumbai,Chennai,1808,96.68,67.5,98.2,80.8,Normal,Road,9013.29,49.4
Pune,Hyderabad,1952,23.89,57.9,13.4,76.9,Economy,Rail,1132.43,59.5
Pune,Delhi,1004,62.78,55.3,12.9,44.0,Normal,Air,15283.83,25.6
Hyderabad,Kolkata,989,93.24,20.9,64.2,52.5,Economy,Road,3473.58,47.6
Pune,Delhi,1004,57.83,21.8,43.0,45.6,Normal,Rail,1737.7,28.2
Pune,Chennai,498,21.26,78.7,13.5,29.4,Express,Road,807.53,28.5
Chennai,Kolkata,863,65.41,80.9,22.0,79.7,Economy,Road,2122.69,50.6
Ahmedabad,Pune,900,40.9,39.5,7.6,13.9,Economy,Road,1504.73,47.1
Chennai,Delhi,351,28.66,76.2,44.2,28.9,Express,Road,793.43,21.6
Chennai,Ahmedabad,585,0.75,74.0,95.3,14.2,Normal,Rail,374.38,14.5
Mumbai,Delhi,1685,98.13,50.7,55.4,92.6,Normal,Rail,5072.67,41.7
Bangalore,Ahmedabad,1506,45.48,97.9,60.5,42.5,Economy,Road,3191.51,68.6
Bangalore,Hyderabad,751,17.76,39.6,80.9,58.9,Normal,Road,1529.27,36.7
Ahmedabad,Chennai,1240,66.63,76.5,39.6,91.9,Normal,Air,19397.27,16.4
Chennai,Ahmedabad,585,12.01,36.9,69.4,14.1,Normal,Air,1756.16,8.9
Pune,Chennai,498,81.81,60.7,53.3,43.6,Express,Air,15388.14,15.7
Mumbai,Chennai,1808,92.83,54.8,69.0,50.1,Normal,Air,40939.57,25.2
Kolkata,Pune,1165,21.65,71.2,23.5,86.3,Normal,Rail,1086.79,29.3
Delhi,Bangalore,747,39.86,51.8,45.3,81.2,Normal,Air,7285.61,10.9
Hyderabad,Kolkata,989,44.72,75.4,41.6,29.6,Express,Air,15806.27,6.9
Hyderabad,Pune,489,63.02,75.1,31.1,47.1,Normal,Rail,951.83,15.1
Chennai,Pune,757,36.77,47.1,21.1,66.5,Express,Air,9963.97,15.6
Pune,Delhi,1004,87.91,66.0,29.6,88.4,Economy,Rail,2247.38,39.4
Chennai,Pune,757,96.8,54.9,40.6,55.5,Economy,Air,14754.23,18.1
Delhi,Hyderabad,1334,60.91,28.5,62.1,33.8,Express,Air,27684.64,22.3
Chennai,Bangalore,1818,22.53,24.9,96.9,88.2,Economy,Rail,1671.84,57.3
Kolkata,Pune,1165,3.42,14.8,81.2,88.6,Normal,Rail,746.73,33.9
Pune,Mumbai,1035,20.61,32.7,42.5,31.7,Normal,Rail,664.47,42.0
Pune,Ahmedabad,1794,43.47,8.5,25.7,86.4,Economy,Rail,1758.06,63.8
Kolkata,Chennai,869,33.9,18.9,10.1,95.7,Express,Rail,1410.01,30.8
Chennai,Mumbai,528,63.01,46.4,50.9,55.7,Express,Air,12046.55,24.3
Kolkata,Ahmedabad,996,88.17,50.2,65.2,24.2,Economy,Road,3767.74,39.5
Kolkata,Mumbai,1957,89.0,47.5,67.3,30.6,Normal,Air,44327.4,8.7
Hyderabad,Ahmedabad,1078,75.86,65.9,22.4,8.0,Normal,Road,4273.83,42.3
Pune,Ahmedabad,1794,47.31,50.7,65.5,91.9,Express,Air,44695.48,18.7
Bangalore,Hyderabad,751,40.21,14.0,25.8,15.4,Economy,Rail,719.2,35.2
Kolkata,Hyderabad,1729,10.69,75.0,24.7,91.8,Normal,Rail,1917.74,39.2
Chennai,Bangalore,1818,58.09,77.1,64.7,76.6,Express,Rail,5775.79,31.8
Chennai,Bangalore,1818,4.06,48.2,24.5,56.1,Express,Rail,1071.25,36.4
Bangalore,Pune,1219,1.56,29.2,84.9,38.4,Economy,Rail,604.88,39.1
Chennai,Pune,757,29.46,29.9,17.3,22.5,Economy,Air,4023.04,15.1
Bangalore,Pune,1219,66.49,42.0,98.7,28.3,Economy,Rail,1942.29,49.5
Kolkata,Delhi,313,99.39,89.4,57.3,67.6,Normal,Air,7913.56,24.5
Chennai,Bangalore,1818,62.82,40.3,5.5,72.8,Normal,Road,5622.77,51.7
Hyderabad,Mumbai,618,21.07,91.6,8.6,17.4,Express,Air,5002.56,9.2
Delhi,Mumbai,361,36.14,96.6,38.5,97.1,Economy,Road,1030.45,20.3
Hyderabad,Delhi,740,80.61,85.0,81.4,69.8,Economy,Road,2587.86,49.3
Hyderabad,Mumbai,618,9.8,97.8,36.0,7.1,Economy,Road,221.83,32.0
Chennai,Pune,757,99.67,86.2,93.7,17.0,Economy,Rail,1821.07,35.4
Bangalore,Chennai,1449,91.0,37.9,55.4,72.3,Economy,Air,25627.67,18.3
Ahmedabad,Mumbai,1398,58.9,54.9,76.1,30.7,Express,Rail,3807.73,30.3
Mumbai,Delhi,1685,85.87,55.9,51.2,86.7,Economy,Air,31081.58,14.5
Delhi,Kolkata,776,35.83,95.9,52.9,22.5,Normal,Rail,858.57,32.9
Mumbai,Delhi,1685,90.57,61.2,28.1,94.0,Economy,Air,30053.4,25.9
Hyderabad,Pune,489,30.68,75.5,48.1,14.8,Normal,Road,798.82,27.1
Kolkata,Ahmedabad,996,74.08,89.1,85.3,75.0,Express,Air,39482.4,13.5
Kolkata,Chennai,869,24.11,36.6,47.1,85.8,Express,Rail,1121.31,27.8
Bangalore,Delhi,1766,86.16,53.3,12.4,10.9,Express,Road,11786.31,50.1
Kolkata,Bangalore,1854,76.88,47.9,52.2,51.9,Normal,Air,38298.44,25.2
Mumbai,Ahmedabad,1164,22.07,47.5,85.9,75.0,Economy,Rail,1742.66,34.1
Chennai,Hyderabad,801,28.86,36.4,39.6,98.4,Express,Rail,1054.65,23.0
Kolkata,Hyderabad,1729,84.62,15.0,45.5,23.8,Express,Rail,6963.21,34.6
Delhi,Ahmedabad,354,36.72,26.0,90.7,93.4,Normal,Rail,462.84,25.9
Pune,Delhi,1004,12.83,19.7,78.7,19.5,Economy,Air,2567.34,23.0
Kolkata,Pune,1165,37.1,15.8,64.6,31.2,Normal,Air,11495.03,11.8
